********************************************************************************
Field Output Report, written Thu May 28 11:11:24 2015

Source 1
---------

   ODB: C:/Users/ozarraga/Desktop/BeamOnDisk/beamOnDiskMatrix.odb
   Step: presion
   Frame: Increment     10: Step Time =    1.000

Loc 1 : Surface nodal values from source 1 ( Average criteria = 75%, Not averaged across region boundaries )

Output sorted by column "Node Label".

Field Output reported at element nodes for part: BEAM-1

         Element           Facet            Node          CPRESS
             872               1            2398              0.
             911               1            2399              0.
             857               1            2399              0.
             388               1            2399              0.
             797               1            2399              0.
              12               1            2400              0.
             837               1            2400              0.
            1545               1            2400              0.
             393               1            2400              0.
             976               1            2401              0.
             250               1            2401              0.
             402               1            2401              0.
             875               1            2401              0.
             354               1            2402              0.
             626               1            2402              0.
             660               1            2402              0.
             702               1            2402              0.
             304               1            2403              0.
             861               1            2403              0.
             876               1            2403              0.
             303               1            2403              0.
             785               1            2404              0.
             405               1            2404              0.
             860               1            2404              0.
             877               1            2404              0.
             892               1            2405              0.
             743               1            2405              0.
             937               1            2405              0.
             998               1            2405              0.
             269               1            2406              0.
             797               1            2406              0.
             389               1            2406              0.
             846               1            2406              0.
             373               1            2407              0.
            1552               1            2407              0.
             252               1            2407              0.
            1524               1            2407              0.
             427               1            2408              0.
             881               1            2408              0.
             504               1            2408              0.
             463               1            2408              0.
             798               1            2409              0.
             799               1            2409              0.
             462               1            2409              0.
             493               1            2409              0.
             828               1            2410              0.
            1024               1            2410              0.
             480               1            2410              0.
             882               1            2410              0.
             659               1            2411              0.
             204               1            2411              0.
             858               1            2411              0.
            1521               1            2411              0.
             883               1            2412              0.
             859               1            2412              0.
             884               1            2412              0.
             205               1            2412              0.
             862               1            2413              0.
             834               1            2413              0.
            1135               1            2413              0.
             419               1            2413              0.
             709               1            2414              0.
             886               1            2414              0.
             424               1            2414              0.
             460               1            2414              0.
             805               1            2415              0.
             887               1            2415              0.
            1529               1            2415              0.
             888               1            2415              0.
             823               1            2416              0.
              33               1            2416              0.
             889               1            2416              0.
             357               1            2416              0.
             368               1            2416              0.
             890               1            2417              0.
             359               1            2417              0.
             891               1            2417              0.
              25               1            2417              0.
             878               1            2418              0.
             179               1            2418              0.
             892               1            2418              0.
             290               1            2418              0.
             894               1            2419              0.
            1502               1            2419              0.
              81               1            2419              0.
             842               1            2419              0.
             261               1            2420              0.
             754               1            2420              0.
             755               1            2420              0.
             904               1            2420              0.
             759               1            2421              0.
             896               1            2421              0.
             122               1            2421              0.
             758               1            2421              0.
             898               1            2422              0.
             805               1            2422              0.
             897               1            2422              0.
             888               1            2422              0.
             224               1            2422              0.
             899               1            2423              0.
             823               1            2423              0.
             889               1            2423              0.
            1144               1            2423              0.
            1582               1            2424              0.
            1036               1            2424              0.
             889               1            2424              0.
             368               1            2424              0.
             900               1            2425              0.
             223               1            2425              0.
             897               1            2425              0.
             888               1            2425              0.
            1136               1            2426              0.
             902               1            2426              0.
             755               1            2426              0.
             292               1            2426              0.
             742               1            2427              0.
             123               1            2427              0.
             844               1            2427              0.
             759               1            2427              0.
            1178               1            2428              0.
             904               1            2428              0.
             261               1            2428              0.
             903               1            2428              0.
            1539               1            2429              0.
             896               1            2429              0.
            1057               1            2429              0.
            1091               1            2429              0.
             329               1            2430              0.
            1555               1            2430              0.
            1540               1            2430              0.
             864               1            2430              0.
             907               1            2431              0.
             206               1            2431              0.
             197               1            2431              0.
            1105               1            2431              0.
            1082               1            2432              0.
             853               1            2432              0.
             769               1            2432              0.
             796               1            2432              0.
             795               1            2433              0.
             869               1            2433              0.
              21               1            2433              0.
             855               1            2433              0.
            1081               1            2434              0.
             908               1            2434              0.
            1015               1            2434              0.
             862               1            2434              0.
             975               1            2435              0.
             286               1            2435              0.
              16               1            2435              0.
             870               1            2435              0.
            1126               1            2436              0.
             872               1            2436              0.
             335               1            2436              0.
             345               1            2436              0.
             275               1            2437              0.
             388               1            2437              0.
             622               1            2437              0.
             911               1            2437              0.
            1171               1            2438              0.
             838               1            2438              0.
             912               1            2438              0.
             873               1            2438              0.
             913               1            2439              0.
             914               1            2439              0.
             786               1            2439              0.
             392               1            2439              0.
             976               1            2440              0.
            1525               1            2440              0.
             874               1            2440              0.
             402               1            2440              0.
             476               1            2441              0.
             917               1            2441              0.
             105               1            2441              0.
            1222               1            2441              0.
             269               1            2442              0.
             797               1            2442              0.
              61               1            2442              0.
             911               1            2442              0.
             918               1            2443              0.
             879               1            2443              0.
             738               1            2443              0.
             270               1            2443              0.
             744               1            2444              0.
             799               1            2444              0.
             503               1            2444              0.
             462               1            2444              0.
             463               1            2445              0.
             739               1            2445              0.
             880               1            2445              0.
             804               1            2445              0.
            1530               1            2446              0.
             859               1            2446              0.
             830               1            2446              0.
             520               1            2446              0.
             709               1            2447              0.
             490               1            2447              0.
             885               1            2447              0.
            1519               1            2447              0.
             886               1            2447              0.
             424               1            2448              0.
             460               1            2448              0.
             919               1            2448              0.
             974               1            2448              0.
             890               1            2449              0.
             360               1            2449              0.
              25               1            2449              0.
             358               1            2449              0.
            1585               1            2450              0.
             291               1            2450              0.
             878               1            2450              0.
             893               1            2450              0.
             338               1            2451              0.
            1066               1            2451              0.
              82               1            2451              0.
             895               1            2451              0.
             354               1            2452              0.
             920               1            2452              0.
             924               1            2452              0.
             626               1            2452              0.
             925               1            2453              0.
             926               1            2453              0.
             948               1            2453              0.
             389               1            2453              0.
             927               1            2454              0.
             996               1            2454              0.
            1054               1            2454              0.
             493               1            2454              0.
             857               1            2455              0.
             827               1            2455              0.
             926               1            2455              0.
             932               1            2455              0.
             107               1            2456              0.
             106               1            2456              0.
             784               1            2456              0.
             605               1            2456              0.
             667               1            2457              0.
             783               1            2457              0.
              10               1            2457              0.
             598               1            2457              0.
             427               1            2458              0.
             992               1            2458              0.
             930               1            2458              0.
             881               1            2458              0.
             931               1            2459              0.
             807               1            2459              0.
             994               1            2459              0.
             252               1            2459              0.
             268               1            2460              0.
             915               1            2460              0.
             827               1            2460              0.
             932               1            2460              0.
             411               1            2461              0.
             933               1            2461              0.
              42               1            2461              0.
             722               1            2461              0.
             934               1            2462              0.
             471               1            2462              0.
             724               1            2462              0.
             201               1            2462              0.
             935               1            2463              0.
             405               1            2463              0.
             961               1            2463              0.
             404               1            2463              0.
             936               1            2464              0.
             876               1            2464              0.
             304               1            2464              0.
             906               1            2464              0.
             144               1            2465              0.
             117               1            2465              0.
             726               1            2465              0.
             116               1            2465              0.
             311               1            2466              0.
             308               1            2466              0.
             728               1            2466              0.
             309               1            2466              0.
             174               1            2467              0.
             937               1            2467              0.
             291               1            2467              0.
             938               1            2467              0.
             359               1            2468              0.
              46               1            2468              0.
             371               1            2468              0.
             891               1            2468              0.
             674               1            2469              0.
             732               1            2469              0.
             836               1            2469              0.
             152               1            2469              0.
             733               1            2470              0.
             673               1            2470              0.
             835               1            2470              0.
             266               1            2470              0.
             912               1            2471              0.
             380               1            2471              0.
             940               1            2471              0.
              10               1            2471              0.
             942               1            2472              0.
             829               1            2472              0.
            1520               1            2472              0.
             499               1            2472              0.
             461               1            2473              0.
             131               1            2473              0.
             492               1            2473              0.
             943               1            2473              0.
             237               1            2474              0.
             944               1            2474              0.
             901               1            2474              0.
             922               1            2474              0.
             142               1            2475              0.
             143               1            2475              0.
             945               1            2475              0.
             115               1            2475              0.
              53               1            2476              0.
              52               1            2476              0.
             946               1            2476              0.
             412               1            2476              0.
             479               1            2477              0.
            1494               1            2477              0.
             865               1            2477              0.
             329               1            2477              0.
             251               1            2478              0.
             932               1            2478              0.
             948               1            2478              0.
             926               1            2478              0.
             783               1            2479              0.
              10               1            2479              0.
             949               1            2479              0.
             940               1            2479              0.
             941               1            2480              0.
             784               1            2480              0.
             950               1            2480              0.
             107               1            2480              0.
             116               1            2481              0.
             951               1            2481              0.
             114               1            2481              0.
             952               1            2481              0.
             953               1            2482              0.
             311               1            2482              0.
             954               1            2482              0.
             773               1            2482              0.
             520               1            2483              0.
             651               1            2483              0.
            1530               1            2483              0.
             213               1            2483              0.
             201               1            2484              0.
             957               1            2484              0.
             945               1            2484              0.
             142               1            2484              0.
             946               1            2485              0.
             959               1            2485              0.
             412               1            2485              0.
             933               1            2485              0.
             408               1            2486              0.
             961               1            2486              0.
             320               1            2486              0.
             935               1            2486              0.
             906               1            2487              0.
            1499               1            2487              0.
            1594               1            2487              0.
             936               1            2487              0.
            1036               1            2488              0.
             368               1            2488              0.
              34               1            2488              0.
             356               1            2488              0.
             223               1            2489              0.
             887               1            2489              0.
             498               1            2489              0.
             888               1            2489              0.
             935               1            2490              0.
             404               1            2490              0.
             166               1            2490              0.
             967               1            2490              0.
              95               1            2491              0.
             304               1            2491              0.
             348               1            2491              0.
             936               1            2491              0.
             903               1            2492              0.
             295               1            2492              0.
             261               1            2492              0.
            1515               1            2492              0.
             149               1            2493              0.
            1116               1            2493              0.
             340               1            2493              0.
             970               1            2493              0.
             197               1            2494              0.
             866               1            2494              0.
             971               1            2494              0.
             907               1            2494              0.
             883               1            2495              0.
             205               1            2495              0.
             206               1            2495              0.
             513               1            2495              0.
             460               1            2496              0.
             974               1            2496              0.
             466               1            2496              0.
             432               1            2496              0.
             325               1            2497              0.
            1318               1            2497              0.
             872               1            2497              0.
             987               1            2498              0.
            1183               1            2498              0.
             976               1            2498              0.
             250               1            2498              0.
              75               1            2499              0.
             916               1            2499              0.
             105               1            2499              0.
             476               1            2499              0.
             969               1            2500              0.
             674               1            2500              0.
             978               1            2500              0.
             836               1            2500              0.
             968               1            2501              0.
             751               1            2501              0.
             673               1            2501              0.
             249               1            2501              0.
             919               1            2502              0.
             424               1            2502              0.
             977               1            2502              0.
             423               1            2502              0.
             760               1            2503              0.
             358               1            2503              0.
             980               1            2503              0.
             360               1            2503              0.
            1585               1            2504              0.
             878               1            2504              0.
             179               1            2504              0.
            1182               1            2504              0.
             982               1            2505              0.
             922               1            2505              0.
             944               1            2505              0.
              82               1            2505              0.
              81               1            2506              0.
            1221               1            2506              0.
             895               1            2506              0.
             338               1            2506              0.
             925               1            2507              0.
            1577               1            2507              0.
            1553               1            2507              0.
             983               1            2507              0.
            1556               1            2508              0.
             848               1            2508              0.
             434               1            2508              0.
             927               1            2508              0.
             943               1            2509              0.
             461               1            2509              0.
             986               1            2509              0.
             656               1            2509              0.
            1395               1            2510              0.
             908               1            2510              0.
             415               1            2510              0.
            1094               1            2510              0.
             923               1            2511              0.
             979               1            2511              0.
             760               1            2511              0.
             980               1            2511              0.
             359               1            2512              0.
             989               1            2512              0.
             890               1            2512              0.
            1503               1            2512              0.
             939               1            2513              0.
             990               1            2513              0.
             371               1            2513              0.
              46               1            2513              0.
             992               1            2514              0.
             435               1            2514              0.
            1128               1            2514              0.
             991               1            2514              0.
             847               1            2514              0.
             372               1            2515              0.
             807               1            2515              0.
             993               1            2515              0.
             994               1            2515              0.
             729               1            2516              0.
             901               1            2516              0.
             237               1            2516              0.
             262               1            2516              0.
             995               1            2517              0.
             387               1            2517              0.
             386               1            2517              0.
             931               1            2517              0.
             461               1            2518              0.
            1054               1            2518              0.
             492               1            2518              0.
             997               1            2518              0.
             886               1            2519              0.
            1044               1            2519              0.
            1056               1            2519              0.
             490               1            2519              0.
             998               1            2520              0.
             742               1            2520              0.
             685               1            2520              0.
             844               1            2520              0.
             174               1            2521              0.
             291               1            2521              0.
             175               1            2521              0.
             893               1            2521              0.
             914               1            2522              0.
             393               1            2522              0.
            1022               1            2522              0.
             392               1            2522              0.
             822               1            2523              0.
             253               1            2523              0.
            1018               1            2523              0.
             918               1            2523              0.
            1532               1            2524              0.
            1001               1            2524              0.
             428               1            2524              0.
             991               1            2524              0.
              37               1            2525              0.
            1019               1            2525              0.
             869               1            2525              0.
             795               1            2525              0.
             102               1            2526              0.
             218               1            2526              0.
             796               1            2526              0.
            1002               1            2526              0.
             934               1            2527              0.
            1003               1            2527              0.
             210               1            2527              0.
             471               1            2527              0.
            1058               1            2528              0.
            1060               1            2528              0.
              42               1            2528              0.
             411               1            2528              0.
             410               1            2528              0.
             471               1            2529              0.
             201               1            2529              0.
             957               1            2529              0.
            1005               1            2529              0.
              42               1            2530              0.
             959               1            2530              0.
            1006               1            2530              0.
             933               1            2530              0.
             656               1            2531              0.
             986               1            2531              0.
            1008               1            2531              0.
             696               1            2531              0.
             783               1            2532              0.
             366               1            2532              0.
             949               1            2532              0.
            1010               1            2532              0.
            1009               1            2532              0.
             950               1            2533              0.
            1012               1            2533              0.
            1011               1            2533              0.
             230               1            2533              0.
             784               1            2533              0.
             869               1            2534              0.
             285               1            2534              0.
            1013               1            2534              0.
              37               1            2534              0.
             102               1            2535              0.
            1002               1            2535              0.
            1014               1            2535              0.
             455               1            2535              0.
             909               1            2536              0.
             968               1            2536              0.
             249               1            2536              0.
             294               1            2536              0.
             969               1            2537              0.
             423               1            2537              0.
             977               1            2537              0.
            1547               1            2537              0.
            1016               1            2538              0.
             826               1            2538              0.
            1107               1            2538              0.
             788               1            2538              0.
             821               1            2539              0.
            1108               1            2539              0.
             822               1            2539              0.
            1017               1            2539              0.
            1141               1            2540              0.
              37               1            2540              0.
            1019               1            2540              0.
             218               1            2541              0.
            1020               1            2541              0.
            1142               1            2541              0.
            1002               1            2541              0.
             442               1            2542              0.
            1001               1            2542              0.
             826               1            2542              0.
             505               1            2542              0.
             372               1            2543              0.
            1000               1            2543              0.
             993               1            2543              0.
             243               1            2543              0.
             913               1            2544              0.
            1591               1            2544              0.
             914               1            2544              0.
            1021               1            2544              0.
             914               1            2545              0.
            1022               1            2545              0.
             318               1            2545              0.
            1591               1            2545              0.
            1025               1            2546              0.
             829               1            2546              0.
            1024               1            2546              0.
             828               1            2546              0.
             957               1            2547              0.
            1026               1            2547              0.
            1070               1            2547              0.
            1005               1            2547              0.
             959               1            2548              0.
             421               1            2548              0.
            1006               1            2548              0.
             958               1            2548              0.
             986               1            2549              0.
             997               1            2549              0.
            1062               1            2549              0.
             461               1            2549              0.
             951               1            2550              0.
             116               1            2550              0.
             144               1            2550              0.
             145               1            2550              0.
             953               1            2551              0.
             309               1            2551              0.
             311               1            2551              0.
            1027               1            2551              0.
             619               1            2552              0.
             520               1            2552              0.
             651               1            2552              0.
             523               1            2552              0.
            1028               1            2553              0.
              53               1            2553              0.
            1029               1            2553              0.
             946               1            2553              0.
             143               1            2554              0.
            1030               1            2554              0.
             945               1            2554              0.
             956               1            2554              0.
             177               1            2555              0.
             999               1            2555              0.
            1506               1            2555              0.
            1090               1            2555              0.
            1032               1            2556              0.
              13               1            2556              0.
             960               1            2556              0.
             961               1            2556              0.
             408               1            2556              0.
            1151               1            2557              0.
            1034               1            2557              0.
             367               1            2557              0.
            1584               1            2558              0.
            1036               1            2558              0.
             964               1            2558              0.
            1582               1            2558              0.
            1314               1            2558              0.
            1080               1            2559              0.
             234               1            2559              0.
            1038               1            2559              0.
            1037               1            2559              0.
             900               1            2560              0.
             966               1            2560              0.
             223               1            2560              0.
             903               1            2561              0.
            1110               1            2561              0.
            1178               1            2561              0.
             905               1            2562              0.
             341               1            2562              0.
             970               1            2562              0.
             138               1            2563              0.
             971               1            2563              0.
             866               1            2563              0.
             437               1            2563              0.
             973               1            2564              0.
             432               1            2564              0.
             425               1            2564              0.
             466               1            2564              0.
            1045               1            2565              0.
             282               1            2565              0.
             820               1            2565              0.
             819               1            2566              0.
            1046               1            2566              0.
             344               1            2566              0.
             947               1            2567              0.
            1048               1            2567              0.
              75               1            2567              0.
            1047               1            2567              0.
             916               1            2568              0.
            1317               1            2568              0.
            1049               1            2568              0.
             476               1            2568              0.
             920               1            2569              0.
             923               1            2569              0.
             760               1            2569              0.
             928               1            2570              0.
             985               1            2570              0.
             426               1            2570              0.
             996               1            2570              0.
             948               1            2571              0.
             984               1            2571              0.
             251               1            2571              0.
            1050               1            2571              0.
