********************************************************************************
Field Output Report, written Thu May 28 11:11:24 2015

Source 1
---------

   ODB: C:/Users/ozarraga/Desktop/BeamOnDisk/beamOnDiskMatrix.odb
   Step: presion
   Frame: Increment     10: Step Time =    1.000

Loc 1 : Surface nodal values from source 1 ( Average criteria = 75%, Not averaged across region boundaries )

Output sorted by column "Node Label".

Field Output reported at element nodes for part: BEAM-1

         Element           Facet            Node          CPRESS
             510               1            3105              0.
             428               1            3105              0.
             880               1            3106              0.
             504               1            3106              0.
             780               1            3106              0.
             463               1            3106              0.
             746               1            3107              0.
             798               1            3107              0.
            1533               1            3107              0.
             462               1            3107              0.
            1056               1            3108              0.
             696               1            3108              0.
            1131               1            3108              0.
            1044               1            3108              0.
              91               1            3109     1.02900E+06
            1373               1            3109     1.02900E+06
            1460               1            3109     1.02900E+06
             298               1            3109     1.02900E+06
             872               1            3110              0.
             336               1            3110              0.
            1126               1            3110              0.
            1318               1            3110              0.
            1210               1            3111              0.
            1523               1            3111              0.
            1268               1            3111              0.
            1211               1            3111              0.
            1030               1            3112              0.
            1328               1            3112              0.
            1067               1            3112              0.
            1164               1            3113              0.
             141               1            3113              0.
            1069               1            3113              0.
            1070               1            3113              0.
            1164               1            3114              0.
            1069               1            3114              0.
            1242               1            3114              0.
            1379               1            3114              0.
             485               1            3115              0.
            1242               1            3115              0.
            1534               1            3115              0.
            1454               1            3115              0.
            1239               1            3116              0.
             484               1            3116              0.
            1163               1            3116              0.
            1356               1            3116              0.
            1162               1            3117              0.
             209               1            3117              0.
             484               1            3117              0.
            1325               1            3117              0.
            1028               1            3118              0.
            1068               1            3118              0.
            1245               1            3118              0.
            1071               1            3119              0.
             421               1            3119              0.
            1072               1            3119              0.
            1059               1            3119              0.
            1464               1            3120              0.
            1426               1            3120              0.
            1429               1            3120              0.
            1483               1            3120              0.
            1401               1            3121              0.
            1535               1            3121              0.
            1354               1            3121              0.
            1282               1            3121              0.
            1528               1            3122              0.
            1038               1            3122              0.
            1011               1            3122              0.
             397               1            3123              0.
            1537               1            3123              0.
            1536               1            3123              0.
              22               1            3123              0.
            1084               1            3124              0.
             397               1            3124              0.
            1537               1            3124              0.
             395               1            3125              0.
            1336               1            3125              0.
            1295               1            3125              0.
            1296               1            3125              0.
             887               1            3126              0.
            1529               1            3126              0.
             222               1            3126              0.
             225               1            3126              0.
             988               1            3127              0.
             224               1            3127              0.
            1130               1            3127              0.
             898               1            3127              0.
            1096               1            3128              0.
            1095               1            3128              0.
             514               1            3128              0.
             437               1            3129              0.
             866               1            3129              0.
            1511               1            3129              0.
             512               1            3129              0.
            1085               1            3130              0.
            1175               1            3130              0.
            1086               1            3130              0.
            1531               1            3130              0.
            1001               1            3131              0.
            1532               1            3131              0.
             788               1            3131              0.
             826               1            3131              0.
             881               1            3132              0.
             847               1            3132              0.
             463               1            3132              0.
             804               1            3132              0.
             427               1            3133              0.
            1533               1            3133              0.
             504               1            3133              0.
            1546               1            3133              0.
             493               1            3134              0.
             848               1            3134              0.
             927               1            3134              0.
             798               1            3134              0.
            1538               1            3135              0.
             674               1            3135              0.
             978               1            3135              0.
            1514               1            3135              0.
            1539               1            3136              0.
             811               1            3136              0.
             896               1            3136              0.
             758               1            3136              0.
             844               1            3137              0.
             937               1            3137              0.
             998               1            3137              0.
             938               1            3137              0.
             882               1            3138              0.
             105               1            3138              0.
            1024               1            3138              0.
             917               1            3138              0.
             329               1            3139              0.
             730               1            3139              0.
             865               1            3139              0.
            1540               1            3139              0.
            1527               1            3140              0.
            1138               1            3140              0.
             349               1            3140              0.
            1526               1            3141              0.
              81               1            3141              0.
             842               1            3141              0.
             895               1            3141              0.
             250               1            3142              0.
             875               1            3142              0.
             415               1            3142              0.
            1135               1            3142              0.
             929               1            3143              0.
             874               1            3143              0.
             915               1            3143              0.
            1525               1            3143              0.
             807               1            3144              0.
             252               1            3144              0.
            1524               1            3144              0.
             270               1            3144              0.
            1324               1            3145              0.
            1162               1            3145              0.
            1413               1            3145              0.
            1325               1            3145              0.
            1541               1            3146              0.
            1457               1            3146              0.
            1458               1            3146              0.
             146               1            3146              0.
            1457               1            3147              0.
             444               1            3147              0.
            1493               1            3147              0.
            1541               1            3147              0.
            1108               1            3148              0.
             822               1            3148              0.
            1018               1            3148              0.
            1000               1            3148              0.
            1454               1            3149              0.
            1534               1            3149              0.
            1355               1            3149              0.
            1378               1            3149              0.
             468               1            3150              0.
             147               1            3150              0.
            1426               1            3150              0.
            1477               1            3150              0.
            1069               1            3151              0.
             140               1            3151              0.
            1349               1            3151              0.
            1379               1            3151              0.
            1294               1            3152              0.
             483               1            3152              0.
            1293               1            3152              0.
             217               1            3152              0.
            1072               1            3153              0.
            1243               1            3153              0.
            1535               1            3153              0.
             399               1            3153              0.
            1427               1            3154              0.
            1348               1            3154              0.
            1323               1            3154              0.
            1536               1            3154              0.
            1459               1            3155              0.
             305               1            3155              0.
            1451               1            3155              0.
            1469               1            3155              0.
            1156               1            3156              0.
            1150               1            3156              0.
            1226               1            3156              0.
              57               1            3156              0.
            1389               1            3157              0.
            1432               1            3157              0.
            1431               1            3157              0.
            1312               1            3157              0.
              92               1            3158     340.502E+03
            1411               1            3158     340.502E+03
            1390               1            3158     340.502E+03
            1543               1            3158     340.502E+03
            1543               1            3159              0.
            1411               1            3159              0.
            1544               1            3159              0.
            1434               1            3159              0.
            1372               1            3160     572.576E+03
              92               1            3160     572.576E+03
             296               1            3160     572.576E+03
             297               1            3160     572.576E+03
             371               1            3161              0.
            1503               1            3161              0.
             359               1            3161              0.
             920               1            3162              0.
             360               1            3162              0.
             924               1            3162              0.
             760               1            3162              0.
            1351               1            3163              0.
            1456               1            3163              0.
            1443               1            3163              0.
             385               1            3163              0.
             812               1            3164              0.
            1269               1            3164              0.
            1214               1            3164              0.
             841               1            3164              0.
             671               1            3165              0.
            1224               1            3165              0.
             967               1            3165              0.
            1139               1            3165              0.
             800               1            3166              0.
             845               1            3166              0.
             786               1            3166              0.
             392               1            3166              0.
             873               1            3167              0.
             837               1            3167              0.
             838               1            3167              0.
            1545               1            3167              0.
             949               1            3168              0.
             159               1            3168              0.
            1009               1            3168              0.
            1106               1            3169              0.
             506               1            3169              0.
            1335               1            3169              0.
            1250               1            3169              0.
             442               1            3170              0.
             991               1            3170              0.
            1001               1            3170              0.
             435               1            3170              0.
             881               1            3171              0.
             847               1            3171              0.
             992               1            3171              0.
             427               1            3172              0.
            1546               1            3172              0.
             930               1            3172              0.
            1556               1            3172              0.
             434               1            3173              0.
             927               1            3173              0.
             996               1            3173              0.
             426               1            3173              0.
            1334               1            3174              0.
             985               1            3174              0.
            1123               1            3174              0.
             928               1            3174              0.
             978               1            3175              0.
             969               1            3175              0.
             149               1            3175              0.
            1547               1            3175              0.
             340               1            3176              0.
            1514               1            3176              0.
            1539               1            3176              0.
            1091               1            3176              0.
            1563               1            3177              0.
             896               1            3177              0.
            1057               1            3177              0.
             122               1            3177              0.
             937               1            3178              0.
             892               1            3178              0.
             878               1            3178              0.
             291               1            3178              0.
             146               1            3179              0.
            1398               1            3179              0.
            1541               1            3179              0.
            1447               1            3179              0.
            1481               1            3180              0.
             448               1            3180              0.
             140               1            3180              0.
            1349               1            3180              0.
             140               1            3181              0.
            1259               1            3181              0.
             448               1            3181              0.
            1548               1            3181              0.
            1466               1            3182              0.
            1304               1            3182              0.
            1262               1            3182              0.
             357               1            3183              0.
             824               1            3183              0.
            1549               1            3183              0.
             823               1            3183              0.
            1549               1            3184              0.
             979               1            3184              0.
            1144               1            3184              0.
             823               1            3184              0.
            1331               1            3185              0.
            1479               1            3185              0.
              87               1            3185              0.
            1461               1            3185              0.
            1132               1            3186              0.
            1153               1            3186              0.
            1133               1            3186              0.
            1080               1            3186              0.
            1382               1            3187              0.
            1378               1            3187              0.
             496               1            3187              0.
            1424               1            3188              0.
            1307               1            3188              0.
            1413               1            3188              0.
             208               1            3188              0.
            1400               1            3189              0.
            1324               1            3189              0.
            1414               1            3189              0.
             216               1            3189              0.
             482               1            3190              0.
             217               1            3190              0.
            1337               1            3190              0.
            1347               1            3190              0.
            1421               1            3191              0.
             328               1            3191              0.
            1500               1            3191              0.
            1490               1            3191              0.
             288               1            3192              0.
            1439               1            3192              0.
             289               1            3192              0.
            1309               1            3192              0.
            1389               1            3193              0.
            1433               1            3193              0.
            1388               1            3193              0.
            1409               1            3193              0.
             993               1            3194              0.
            1018               1            3194              0.
            1000               1            3194              0.
            1394               1            3195     1.87829E+06
            1450               1            3195     1.87829E+06
            1365               1            3195     1.87829E+06
             297               1            3195     1.87829E+06
            1172               1            3196              0.
            1009               1            3196              0.
             159               1            3196              0.
            1381               1            3196              0.
             179               1            3197              0.
            1501               1            3197              0.
             290               1            3197              0.
            1551               1            3197              0.
            1270               1            3198              0.
            1501               1            3198              0.
            1551               1            3198              0.
            1269               1            3198              0.
            1146               1            3199              0.
            1359               1            3199              0.
            1129               1            3199              0.
             242               1            3199              0.
             214               1            3200              0.
            1098               1            3200              0.
             215               1            3200              0.
             507               1            3200              0.
            1394               1            3201     141.012E+03
             306               1            3201     141.012E+03
            1450               1            3201     141.012E+03
            1516               1            3202              0.
            1338               1            3202              0.
            1205               1            3202              0.
            1305               1            3202              0.
            1139               1            3203              0.
            1140               1            3203              0.
            1214               1            3203              0.
             322               1            3203              0.
             252               1            3204              0.
            1552               1            3204              0.
             931               1            3204              0.
             995               1            3204              0.
            1577               1            3205              0.
             995               1            3205              0.
             983               1            3205              0.
            1552               1            3205              0.
             948               1            3206              0.
             925               1            3206              0.
             984               1            3206              0.
            1553               1            3206              0.
             393               1            3207              0.
            1088               1            3207              0.
            1545               1            3207              0.
            1022               1            3207              0.
             865               1            3208              0.
             480               1            3208              0.
            1494               1            3208              0.
            1554               1            3208              0.
             329               1            3209              0.
            1555               1            3209              0.
             479               1            3209              0.
            1183               1            3210              0.
             874               1            3210              0.
             976               1            3210              0.
             416               1            3211              0.
             908               1            3211              0.
            1081               1            3211              0.
            1395               1            3211              0.
             294               1            3212              0.
            1198               1            3212              0.
            1117               1            3212              0.
             909               1            3212              0.
             903               1            3213              0.
             295               1            3213              0.
            1118               1            3213              0.
            1110               1            3213              0.
            1041               1            3214              0.
             982               1            3214              0.
            1329               1            3214              0.
            1065               1            3214              0.
            1220               1            3215              0.
            1221               1            3215              0.
              81               1            3215              0.
            1502               1            3215              0.
            1288               1            3216              0.
            1271               1            3216              0.
             458               1            3216              0.
            1220               1            3216              0.
             494               1            3217              0.
            1128               1            3217              0.
            1286               1            3217              0.
             441               1            3217              0.
            1189               1            3218              0.
            1557               1            3218              0.
            1206               1            3218              0.
             505               1            3218              0.
            1063               1            3219              0.
            1558               1            3219              0.
             971               1            3219              0.
             907               1            3219              0.
            1566               1            3219              0.
            1433               1            3220              0.
            1517               1            3220              0.
            1409               1            3220              0.
             357               1            3221              0.
             791               1            3221              0.
             355               1            3221              0.
              33               1            3221              0.
             779               1            3222              0.
             356               1            3222              0.
             368               1            3222              0.
              33               1            3222              0.
            1548               1            3223              0.
             448               1            3223              0.
            1559               1            3223              0.
            1260               1            3223              0.
             443               1            3224              0.
            1204               1            3224              0.
            1548               1            3224              0.
            1260               1            3224              0.
            1397               1            3225              0.
            1560               1            3225              0.
            1334               1            3225              0.
            1396               1            3225              0.
            1547               1            3226              0.
             423               1            3226              0.
            1115               1            3226              0.
            1561               1            3226              0.
            1091               1            3227              0.
             970               1            3227              0.
             340               1            3227              0.
             905               1            3227              0.
            1563               1            3228              0.
            1057               1            3228              0.
            1562               1            3228              0.
            1042               1            3228              0.
            1563               1            3229              0.
            1562               1            3229              0.
             175               1            3229              0.
             174               1            3229              0.
            1513               1            3230              0.
            1228               1            3230              0.
            1486               1            3230              0.
            1487               1            3230              0.
            1228               1            3231              0.
            1571               1            3231              0.
            1475               1            3231              0.
            1486               1            3231              0.
            1467               1            3231              0.
            1445               1            3232              0.
            1405               1            3232              0.
            1480               1            3232              0.
            1368               1            3232              0.
            1480               1            3233              0.
            1564               1            3233              0.
            1405               1            3233              0.
            1510               1            3234              0.
            1475               1            3234              0.
            1465               1            3234              0.
            1228               1            3234              0.
             337               1            3235              0.
            1341               1            3235              0.
             347               1            3235              0.
            1340               1            3235              0.
            1405               1            3236              0.
            1479               1            3236              0.
            1456               1            3236              0.
            1564               1            3236              0.
            1351               1            3236              0.
            1496               1            3237              0.
            1212               1            3237              0.
            1495               1            3237              0.
            1570               1            3237              0.
            1462               1            3238              0.
            1419               1            3238              0.
              35               1            3238              0.
            1209               1            3239              0.
            1589               1            3239              0.
            1498               1            3239              0.
            1345               1            3239              0.
            1543               1            3240              0.
            1544               1            3240              0.
            1364               1            3240              0.
            1565               1            3240              0.
             207               1            3241              0.
            1378               1            3241              0.
            1382               1            3241              0.
            1355               1            3241              0.
             498               1            3242              0.
             222               1            3242              0.
            1133               1            3242              0.
             887               1            3242              0.
            1425               1            3243              0.
            1414               1            3243              0.
            1588               1            3243              0.
            1505               1            3243              0.
            1485               1            3244              0.
             328               1            3244              0.
            1484               1            3244              0.
             478               1            3244              0.
            1358               1            3245              0.
             447               1            3245              0.
            1412               1            3245              0.
            1444               1            3245              0.
            1358               1            3246              0.
            1196               1            3246              0.
             447               1            3246              0.
             495               1            3246              0.
            1278               1            3247              0.
            1449               1            3247              0.
            1550               1            3247              0.
            1330               1            3247              0.
            1550               1            3248     231.515E+03
            1365               1            3248     231.515E+03
              84               1            3248     231.515E+03
            1201               1            3249              0.
            1188               1            3249              0.
             207               1            3249              0.
            1566               1            3249              0.
            1063               1            3250              0.
             198               1            3250              0.
            1064               1            3250              0.
            1567               1            3250              0.
            1097               1            3251              0.
            1568               1            3251              0.
            1039               1            3251              0.
             507               1            3251              0.
             215               1            3252              0.
            1052               1            3252              0.
             988               1            3252              0.
             224               1            3252              0.
            1449               1            3253     137.823E+03
            1565               1            3253     137.823E+03
             296               1            3253     137.823E+03
            1447               1            3254              0.
            1367               1            3254              0.
            1277               1            3254              0.
             120               1            3254              0.
            1398               1            3254              0.
            1440               1            3255              0.
             176               1            3255              0.
            1410               1            3255              0.
            1227               1            3256              0.
            1186               1            3256              0.
            1453               1            3256              0.
              24               1            3256              0.
            1570               1            3257              0.
            1231               1            3257              0.
            1569               1            3257              0.
            1495               1            3257              0.
            1476               1            3258              0.
            1475               1            3258              0.
            1571               1            3258              0.
            1572               1            3259              0.
            1571               1            3259              0.
            1455               1            3259              0.
            1476               1            3259              0.
            1572               1            3260              0.
            1474               1            3260              0.
            1455               1            3260              0.
             383               1            3260              0.
            1092               1            3261              0.
             432               1            3261              0.
            1573               1            3261              0.
             974               1            3261              0.
             962               1            3262              0.
            1471               1            3262              0.
            1272               1            3262              0.
            1485               1            3262              0.
            1414               1            3263              0.
            1588               1            3263              0.
            1574               1            3263              0.
             216               1            3263              0.
             481               1            3264              0.
             966               1            3264              0.
            1509               1            3264              0.
            1235               1            3264              0.
             120               1            3265              0.
            1517               1            3265              0.
            1410               1            3265              0.
            1366               1            3265              0.
            1292               1            3266              0.
             260               1            3266              0.
            1330               1            3266              0.
            1291               1            3266              0.
            1093               1            3266              0.
             981               1            3267              0.
            1270               1            3267              0.
            1575               1            3267              0.
            1501               1            3267              0.
            1575               1            3268              0.
             322               1            3268              0.
             321               1            3268              0.
            1270               1            3268              0.
            1199               1            3269              0.
            1200               1            3269              0.
            1576               1            3269              0.
            1284               1            3269              0.
            1120               1            3270              0.
             995               1            3270              0.
            1577               1            3270              0.
             386               1            3270              0.
            1577               1            3271              0.
            1553               1            3271              0.
             258               1            3271              0.
            1120               1            3271              0.
             401               1            3272              0.
            1050               1            3272              0.
            1208               1            3272              0.
             984               1            3272              0.
            1397               1            3273              0.
             439               1            3273              0.
            1258               1            3273              0.
            1578               1            3273              0.
            1593               1            3274              0.
            1047               1            3274              0.
            1554               1            3274              0.
            1484               1            3274              0.
            1494               1            3274              0.
             443               1            3275              0.
            1137               1            3275              0.
             198               1            3275              0.
            1204               1            3275              0.
            1567               1            3276              0.
             198               1            3276              0.
            1137               1            3276              0.
            1140               1            3277              0.
             166               1            3277              0.
            1184               1            3277              0.
             320               1            3277              0.
            1021               1            3278              0.
              13               1            3278              0.
            1032               1            3278              0.
             913               1            3278              0.
            1022               1            3279              0.
             160               1            3279              0.
            1088               1            3279              0.
             318               1            3279              0.
            1134               1            3280              0.
            1381               1            3280              0.
            1172               1            3280              0.
            1579               1            3280              0.
            1274               1            3281              0.
             987               1            3281              0.
            1094               1            3281              0.
            1051               1            3281              0.
             293               1            3282              0.
            1110               1            3282              0.
            1040               1            3282              0.
            1118               1            3282              0.
